Name,Rating,Cuisine,Discounts,Image URL,Link,Area,Detailed Cuisine
Bean & Bun,4.8(43)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/m1jv/bean-and-bun,"Shop 13 Shaheen Heights Block 7 Gulshan E Iqbal Karachi, Pakistan",Fast Food
Hussaini Sheermal House,,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rwtb/hussaini-sheermal-house,"39A, near large pizza 300?, Block 6 Liaquatabad Town, Karachi","Pakistani, Paratha"
Chopfire,3.3(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r9iu/chopfire,Gulshan e iqbal block 13 d2 glamour tower apartment 5th floor flat number (507),"Chinese, Beverages"
DAMN! Burgers - MAYMAR,3.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,American,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/o2by/damn-burgers-maymar-o2by,"A-132, sector Z-6, gulshan e maymar","Burgers, American, Western"
Punjabi Dhaba Foods,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"15% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rtvs/punjabi-dhaba-foods,B69 block 5 gulshan iqbal karachi,"Beverages, Pakistani, Biryani, Paratha"
New Quetta Bismillah Tea Time,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/e3pf/new-quetta-bismillah-tea-time,A15 a sector z5 gulshan e maymar,"Pakistani, Tea & Coffee, Paratha"
Agha Haider Juice - Maskan,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u2ie/agha-haider-juice-maskan,"Shop # 9/10, Allah Noor Apartments, Maskan Chowrangi, Block 7","Desserts, Beverages, Healthy Food, Shakes"
Mama?s Tasty Dish,,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/icj5/mamas-tasty-dish-icj5,"House no 268 Allama usmania H S
Tawakkal flate 3rd floor 302
Nazim Abad no 1","Beverages, Pakistani, Paratha"
Chiller Party,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bngq/chiller-party,Shop #G 56 Grace shopping mall  Gulshan-e-Iqbal block 4  main maskan chowrangi,"Fast Food, Savouries"
Flavorado,4.4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/x1kf/flavorado,"A-150 Muhammad Ali Rd, Sector Z 6 Sector Z Gulshan-e-Maymar, Karachi, Karachi City, Sindh, Pakistan","Desserts, Ice Cream, Shakes"
AL-Rehman Catering & Biryani Centre - Gulshan,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/shxv/al-rehman-catering-and-biryani-centre-gulshan,"Shop No.16, 17 Allah Noor Apartment Gulshan-e-Iqbal Block-7 MaskanÿChowrangi","Pakistani, Biryani"
Eden Delight,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v9ic/eden-delight-v9ic,"B 230, Block 6, Gulshan e Iqbal near shah faisal mosque","Sandwiches, Fast Food, Beverages, Pasta, Wraps & Rolls"
Momos On The Way,3(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gdgj/momos-on-the-way-gdgj,"House No. 1/47, Willayatabad Manghopir Road Karachi, 2nd Floor,","Chinese, Burgers, Beverages, Western"
KK Pizza,4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,"30% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/d3sa/kk-pizza,Ayesha nagar apartment sir shah suleman road C1 m004 house num mezzanine floor,"Sandwiches, Pizza, Continental, Desserts, Burgers"
Jackson's Fried Chicken - MAYMAR,2.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,American,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cclf/jacksons-fried-chicken-maymar-cclf,"A-132, sector Z-6, gulshan e maymar","Burgers, American, Western"
Allah Wala Pakwan and Shermal House - Gulshan,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ankx/allah-wala-pakwan-and-shermal-house-gulshan,"Sahba Akhtar Rd, Block 13G-1 Gulshan-e-Iqbal near madina masjid and furniture market karachi",Pakistani
Bushra Food's Inn,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/jtdf/bushra-foods-inn,1/26 c area Liaquatabad opposite Farhan cheez shop,"Pakistani, Biryani, Savouries, Pulao, Karahi & Handi"
Manpasand Food Valley - (Maskan chowrangi),4.9(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t3jv/manpasand-food-valley-maskan-chowrangi,"E38/2 Allama Shabbir Ahmed Usmani Rd, Block 4 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh, Pakistan","Pakistani, Savouries"
Flavor Feast,4.2(30)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ku0y/flavor-feast-ku0y,"Plot 261 Jammali Colony block 13d/2 Gulshan Iqbal, Karachi.","Burgers, Beverages, Wraps & Rolls, Pakistani, Western"
Biryani House,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gtr8/biryani-house-gtr8,House No A30 Sector Z5  Gulshan e maymar,Pakistani
Karachi Sheermal House,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qnef/karachi-sheermal-house-qnef,house no A-30 Sector z5 gulshan e maymar,Pakistani
Nirala Breakfast & Kachori,3.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/jfrs/nirala-breakfast-and-kachori,house 3/4 beside maymar broast sector z-6 gulshan e maymar karachi,"Desserts, Beverages, Pakistani, Biryani"
Ami Ka Desi Dastarkhwan,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ty96/ami-ka-desi-dastarkhwan,Plot no. 529 5th floor s. S. Heights near qasimabad school and rahat jeneral store qasim abad liaquat abad block 5 karachi,"Chinese, Continental, Burgers, Fast Food, Pakistani"
GRILL N GLOW FOODZ,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,"30% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v14g/grill-n-glow-foodz,"Gulshan-e-Iqbal , Block 13D-2  , House No A-25 , Karachi , Sindh","Sandwiches, Chinese, Continental, Burgers, Fast Food"
The Rich Table,3.1(26)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,"Free Delivery, Free delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/a5jl/the-rich-table-a5jl,irdos colony / A /117 /  Sana -tower meezan.bank near Ibrahimi musjid,"Chinese, Desserts, Fast Food, Middle Eastern, Wraps & Rolls"
Iqbal Sheermal House,5(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nww6/iqbal-sheermal-house,"Iqbal Sheermal House, Gulshan E Maymar, Block A-11, Sector Z 5, near mehran Ice CreamKarachi",Pakistani
Mazedar Biryani Center & Pakwan,4.8(14)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/g7ff/mazedar-biryani-center-and-pakwan,"A-2 Sector Z-5 Gulshan-e-Maymar, Karachi","Desserts, Pakistani, Biryani, Pulao"
AS Foods,3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 35% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/z552/as-foods-z552,firdous colony gullbahar no 2 Sana tower ibrahimi masjid wali Gali house B/292,"Fast Food, Beverages, Wraps & Rolls, Pakistani, BBQ"
Cafe Muhammadi Nihari and Pakwan Center,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u64j/cafe-muhammadi-nihari-and-pakwan-center,B102 madras cooperative housing society secheme 33 sector 17 A Karachi,Pakistani
ASR-E-SHEEREEN (GOLIMAR),4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r1y0/asr-e-sheereen-golimar,"Golimar Chowrangi Main Gulbahar Road, Rizvia Society Karachi",Cakes & Bakery
Creami Ice Cream,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/sht0/creami-ice-cream,PLOT L67 BLOCK 13G GULSHAN E IQBAL,"Desserts, Ice Cream"
Bitty Bites,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r85b/bitty-bites,"Flat no. A54 2nd floor, zohra square, block 6, Gulshan e Iqbal, Karachi","Cakes & Bakery, Desserts, Beverages"
Special Shahi Haleem & Biryani Centre,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/l5br/special-shahi-haleem-and-biryani-centre,Plot#A 11 sector Z 5 gulshan e maymar,"Pakistani, Biryani, Pulao, Haleem"
Rahat-e-Shireen Halwa Puri,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bl82/rahat-e-shireen-halwa-puri,Shop number 4 beside meymar braost sector z-6 Gulshan e meymar Karachi,"Desserts, Beverages, Wraps & Rolls, Pakistani, Savouries"
Mashallah Quetta Gulshan Cafe,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wzgq/mashallah-quetta-gulshan-cafe,"Nipa Chowrangi, Sardar Complex Gulshan Block 5","Pakistani, Paratha"
AS Kitchen (Homechef),4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nu4y/as-kitchen-homechef,"Flat no. P1+2, Diamond Arcade, Sehba Akhtar Road, Block 13D-1 Gulshan-e-Iqbal, Karachi","Sandwiches, Desserts, Fast Food, Beverages, Wraps & Rolls"
Zaisha's Cuisine,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/livm/zaishas-cuisine,"B /138 first floor manila center sir shah suleman road, opposite essay nagariÿ(Gateÿ# 2)","Beverages, Pakistani, Biryani, Savouries, Paratha"
Cook's Chaos,4.9(11)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/m13i/cooks-chaos,"House#A-117, government teacher's society, 19A-3, Karachi",Chinese
K.S Kitchen,3.5(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"15% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/o7se/k-s-kitchen,"house no: B130, gulshan e iqbal, block 13d2,","Fast Food, Beverages, Pakistani, Biryani, BBQ"
Spicogetti,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s8wp/spicogetti,"House no. A-465, Ground floor separate entry (opposite Qjs training and slimming center) Gulshan-e-Iqbal block 5, Umrao-Tariq road",Chinese
Barira Pizza & Fast Food,,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ph6v/barira-pizza-and-fast-food,"Plot no A.24 sec Z6 
Shop no 2 gulshan-e-maymarÿKarachi","Pizza, Burgers, Fast Food, Western"
M.H Pizza House,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,"5% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qnyv/m-h-pizza-house,House no 1906 naseem debo gulbhar number 2,"Pizza, Beverages, Pasta"
Diadochi,4.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,"5% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bh3n/diadochi,House no.B132 block 6 Gulshan e Iqbal karachi,"Sandwiches, Burgers, Fast Food, Wraps & Rolls, Pakistani"
Chef Mariam's Cuisine,4.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,"Free Delivery, Free delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cue4/chef-mariams-cuisine,"Flat no 208,3rd floor,block c4,savana city appartment,gulshan e iqbal 13D karachi","Sandwiches, Chinese, Beverages, Pakistani, Western"
Ammi Cloud Kitchen,4.9(24)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/fu7l/ammi-cloud-kitchen,"Flat no. 201, Block C4 Sawana City, Gulshan-e-Iqbal Block 13D/3, Karachi","Fast Food, Beverages"
Nawaz Lala Catering,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/zjvt/nawaz-lala-catering,"Shop No. Gs-4 , junaid plaza gulshan e iqbal block-6",Pakistani
Mohsin milk shop,,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/l116/mohsin-milk-shop,"13 d pathak Shop no g 21,Shop no 25, Royal icon mall, Block 13D-3 Block 13 D 3 Gulshan-e-Iqbal, Karachi, Pakistan",Healthy Food
Spicogetti,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n6nx/spicogetti-n6nx,"House no. A-465, Ground floor separate entry (opposite Qjs training and slimming center) Gulshan-e-Iqbal block 5, Umrao-Tariq road","Chinese, Continental, Beverages, Pasta"
Zaytoon Resturent,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wfnf/zaytoon-resturent,Shop number 49c sector 17a scheme 33 gulzar e hijri karachi,"Pakistani, Paratha"
Ghazi Tandoor (Branch 3),4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xgsn/ghazi-tandoor-branch-3,"kE136, Plot A44, Block 13D3, Baloch goth Gulshan Iqbal near Nouman Complex",
Karachi ka Zaiqa,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bbbs/karachi-ka-zaiqa,"House no. A-371, Gulshan-e-Iqbal Block 5, Backside of Sir Syed University, Karachi","Beverages, Pakistani, Qeema"
Staff Club Canteen - University Of Karachi,3.7(80)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pasta,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rxxk/staff-club-canteen-university-of-karachi,"Staff Club Canteen KU circular road University Of Karachi, Karachi, Karachi City, Sindh, Pakistan","Chinese, Desserts, Pasta, Pakistani, Karahi & Handi"
Lala Pakwan & Biryani Centre,,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lo1t/lala-pakwan-and-biryani-centre,"Quetta Town Gulzar E Hijri Scheme 33, Karachi","Beverages, Pakistani, Biryani, Pulao"
Lala pakwan and shirmal house,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/i1ji/lala-pakwan-and-shirmal-house,"Shop # 10,Quetta town scheme 33 opposite PCSIR Socity Karachi","Pakistani, Karahi & Handi"
Zaiqa with Samreen,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/h6kh/zaiqa-with-samreen,Flat#c19  Alhamra garden block 7 gulshan iqbal  Karachi,"Sandwiches, Chinese, Continental, Pakistani, Western"
Ghar ki Barkatein,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qsat/ghar-ki-barkatein,"house no. 42/1 1st floor C1 Area   main road liaqutabad no2
Nearest landmark Delhi rabri house","Desserts, Beverages, Pakistani, Karahi & Handi"
Allah Wala Pakwan,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/z31q/allah-wala-pakwan,"Sehba Akhtar Road, Opposite Max Gym, Block 13D-, Gulshan-e-Iqbal, Karachi","Pakistani, Biryani, Karahi & Handi"
Desi thaali,3.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Free Delivery, Free delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/mvxi/desi-thaali,R-249 block-6 Gulshan-e-iqbal Infront of Madina masjid near crown Bakery,"Chinese, Beverages, Pakistani, Karahi & Handi, Nihari"
Shah Foods,4.6(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n5wh/shah-foods-n5wh,"Sumaira Square flat no A-20 first floor Gulshan-e-iqbal block-06, Karachi near masjid maaz bin jabal","Beverages, Pasta, Pakistani, Biryani, BBQ"
SHAKE MASTER,4.4(34)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/y2v7/shake-master,"Plot 67, Gulzar-e-Hijri Karachi University Society Sector 18 A Gulzar E Hijri Scheme 33, Karachi, Pakistan","Beverages, Ice Cream, Healthy Food, Shakes"
SH Eatery,4.7(14)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qi8z/sh-eatery,Umrao Tariq Road L-11,"Pakistani, Paratha, Qeema"
Ziafat,4.1(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n6vn/ziafat-n6vn,"Block 13 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh, Pakistan","Fast Food, Wraps & Rolls, Pakistani, Nihari, Paratha"
Cloud kitchen,,Pakistani,30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/g6xe/cloud-kitchen-g6xe,R-197 gulshan e iqbal 13-D-2 Railway society karachi,"Burgers, Beverages, Pakistani, Western"
Saaaais Cakes,4.8(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xfyk/saaaais-cakes,Gulshan Block 5 House No. A530 Near Sir Syed University In the Street of Karachi state,Desserts
Ikigaii_pk -Gulshan,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t37b/ikigaii_pk-gulshan,"A 23 first floor,Momin Square Block 6 Gulshan-e-Iqbal NIPA Chowrangi Karachi","Desserts, Beverages, Ice Cream, Pakistani, Shakes"
Agha Juice & Dessert,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u7uq/agha-juice-and-dessert,"Near JS Bank and Champions Mega Store, University Road, Gulshan-e-Iqbal Karachi (8.57 mi) Karachi, Pakistan","Beverages, Healthy Food, Shakes"
MM Kitchen,4.9(68)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"20% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/khce/mm-kitchen-khce,"House no h19 KDA Overseas apartment gulshan iqbal block 13C, karachi.","Sandwiches, Pakistani, Western, Karahi & Handi"
Wild Street Tastes,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/hlon/wild-street-tastes,"House # A15 PCSIR Society , Opposite Karachi University , Employes Society , KDA Scheme 33 Sector 24 A Gulzar E Hijri.","Sandwiches, Chinese, Desserts, Burgers, Fast Food"
Alizza Baking House,4.9(38)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/l27s/alizza-baking-house,House no r1 Zeenat Abad Cooperative Housing Society opposite panjabi sodagran near sumaira chowk scheme 33 Gulzar e Hijri,"Cakes & Bakery, Desserts, Healthy Food"
